county,year,MAE,R2
Kilkenny,2020,1.3144945137271062,-0.8795259109452958
Kilkenny,2021,0.678575079788574,-0.5617312517845943
Kilkenny,2022,1.1055577503013045,-1.142031833544666
Kilkenny,2023,2.023966687087349,-0.07639836060150507
Laois,2010,133.4673087930529,-0.6955813442505008
Laois,2011,4.331862888887717,-0.055584927063935696
Laois,2012,1.0216540306504525,0.09352513409775454
Laois,2013,0.9052156783320235,0.06898589723493287
Laois,2014,2.023247052534352,-0.3563606368206873
Laois,2015,0.7231931917833289,-0.29354241151026916
Laois,2016,309.6535593332123,0.05555615479964926
Laois,2017,0.032335014414573315,-0.8053075789370572
Laois,2018,0.12271836102491013,-1.5857155564488057
Laois,2019,0.30927689286325755,-0.9855663715551091
Laois,2020,0.6142385445660168,
Laois,2021,0.20081519012874136,-49.92569930281226
Laois,2022,0.49218697168743053,-0.28473263347876343
Laois,2023,0.557612532559275,-79.57637928392658
Leitrim,2010,0.33778110745949064,-2.7731377014915854
Leitrim,2011,0.5128095325242471,0.08980807818135017
Leitrim,2012,0.1647492015973795,-10.776944752857528
Leitrim,2013,0.8725177690807454,-0.07414931469780961
Leitrim,2014,0.5876972395811022,-1.046857757840757
Leitrim,2015,0.99723507919966,-0.016927075950179393
Leitrim,2016,0.5299317904845745,-0.8248884474011016
Leitrim,2017,0.25871094166387365,0.13344351494318218
Leitrim,2018,2.124941935554165,-0.270218492751618
Leitrim,2019,1.6911720185827441,-0.8578592886459127
Leitrim,2020,63.214480864497375,0.9982152413967125
Leitrim,2021,1.7092952196081679,-18.8450412864543
Leitrim,2022,1.024999084485887,-0.016702675777302778
Leitrim,2023,6.063851422211594,-0.24823364027058892
Limerick,2010,2.058982308042629,0.2166716559680012
Limerick,2011,0.23825981916877073,0.15549108315891458
Limerick,2012,0.7910917385426041,-7.608727656313253
Limerick,2013,2.618601898443148,-0.43728328772408864
Limerick,2014,0.23770669268103284,
Limerick,2015,0.9003592253376226,-0.07134980186379014
Limerick,2016,1.960005080781138,-35.69183921913445
Limerick,2017,0.8376056128583085,-0.04434074910357788
Limerick,2018,4.223542028937493,-22.752985360789335
Limerick,2019,1.8558697770586121,-0.2571149699208013
Limerick,2020,0.3148878019941726,-0.5150620550725042
Limerick,2021,0.8947830589408179,-1893.2003557684707
Limerick,2022,0.842979063912301,-0.2807740843849693
Limerick,2023,1.6660554420981706,-74.6955464873679
Longford,2010,126.67471433392822,-3655969.1674864707
Longford,2011,48221.39334763002,-0.3927050863924535
Longford,2012,1.1831371984198018,-11.819769970227728
Longford,2013,1.0023299752842272,-3.1650155199064924
Longford,2014,1.4182600653074384,-0.3982711223001647
Longford,2015,1.9970090712312343,-1.0206215019940639
Longford,2016,2.0810693623254033,-1.4585246477392912
Longford,2017,40.51847568508434,-24309.228863415407
Longford,2018,2.1625741115849553,0.12005655178729158
Longford,2019,1.1023933376846753,-0.0436329668420854
Longford,2020,0.41664485351595265,-0.36027350008714865
Longford,2021,0.495552526937621,-0.1549098928062147
Longford,2022,0.40888635839347537,-0.022653012171534703
Longford,2023,1.02964791518482,-11.689471769968058
Louth,2010,0.08089134142448284,
Louth,2011,0.5949410918528759,-2.057380297143425
Louth,2012,0.9482057598225687,-0.06359821574724656
Louth,2013,0.7959433994389377,-0.11397596388337083
Louth,2014,0.6764354527953782,-0.7742480476426339
Louth,2015,0.7017065294712217,-0.1606442723832544
Louth,2016,1.2966831431722614,-0.8464591053157355
Louth,2017,39.7735698575896,-1526721.3892303538
Louth,2018,0.9232062800755423,-0.0045098902073850144
Louth,2019,0.7612602973108982,0.0451996598804022
Louth,2020,0.6163068409843797,-0.10525894037621497
Louth,2021,0.9041930156512775,-0.08370736776563836
Louth,2022,0.8744495499508511,-0.01584751477907842
Mayo,2010,0.3412554353191406,-0.2378861868992601
Mayo,2011,0.712914991014416,-0.19514089837315152
Mayo,2012,1.19651951139034,0.02311022428130105
Mayo,2013,0.8969796661263439,-0.40789966201705674
Mayo,2014,1.3771594000158678,-0.4317205390821066
Mayo,2015,27886.720456652933,-5717786278.079109
Mayo,2016,12868.411172291286,0.1894222164851339
Mayo,2017,1.3957075787367579,-20.22869901913979
Mayo,2018,19.912369639778632,0.07935688983982625
Mayo,2019,158.9662898071296,-26920.233041743606
Mayo,2020,0.7279142294360219,0.0
Mayo,2021,0.2661141374426199,-5489.5123501722055
Mayo,2022,0.6604719143807305,-6.269416495310659
Mayo,2023,0.32202832359135675,-23.47333668134857
Meath,2010,290.0955417981854,0.20197638129412343
Meath,2011,0.6747248571026143,-0.5308580880731979
Meath,2012,0.20946103580723044,-10.966312689970714
Meath,2013,0.7002464127032663,-0.4024714982736999
Meath,2014,0.8862335890646333,-7.753760296022568
Meath,2015,0.3804430765972849,-3.5402440304776697
Meath,2016,0.4953313168046923,-0.5349772188337414
Meath,2017,28.218847287926913,-27921.32798338625
Meath,2018,0.2898069566639159,-0.6763899192921519
Meath,2019,1.3322514206622276,
Meath,2020,0.2633455173678683,-0.37813167367652967
Meath,2021,0.8111284909892784,0.0015279015199600732
Meath,2022,1.0014391877488358,-0.2611545308826102
Meath,2023,0.4491989360907012,-0.11515550562203747
Monaghan,2010,0.19924910122202893,0.18392607336161937
Monaghan,2011,0.40771380826929765,-1.8888009552925809
Monaghan,2012,2.0361048598981357,-0.001971996957697897
Monaghan,2013,1.5343760937991735,-0.6073938443980715
Monaghan,2014,0.48402689777068525,-4.072641602588341
Monaghan,2015,0.4587855798004403,-124.68109912238398
Monaghan,2016,2.8148935838643188,0.08685414590347473
Monaghan,2017,20.31476813563408,-25832.49514583536
Monaghan,2018,0.8527467477259117,-3.209088210668865
Monaghan,2019,0.9301610919023322,-0.6192357382197209
Monaghan,2020,1.0332025559250044,-0.2000400662002395
Monaghan,2021,0.4316118474709671,-2.2573447273804783
Monaghan,2022,0.65624613982625,-0.13536225612310115
Monaghan,2023,0.6090323760509312,-5.82199826242385
Offaly,2010,0.3417435771844228,-25.751329147179725
Offaly,2011,0.2150666564808254,0.15193818686765637
Offaly,2012,0.42346526028940384,-0.3825513509831133
Offaly,2013,1.4988611820744013,-0.8697817563486705
Offaly,2014,0.3724162589495586,-0.007704272124436029
Offaly,2015,0.9957835232390334,-0.053478468134005475
Offaly,2016,0.1480394119022092,-30.751637122397646
Offaly,2017,0.9049288927568672,-0.13665771717228292
Offaly,2018,1.7791597561966859,-0.5378453984706588
Offaly,2019,3.4340469823844515,-0.06012509555261247
Offaly,2020,3.6448324303325346,-0.02426743612610638
Offaly,2021,0.31939213882712253,-98.78266840906676
Offaly,2022,0.24730269707405472,-97.5520240071825
Offaly,2023,0.3523839641811426,-1066.767620319467
Roscommon,2010,0.26653888420114336,-0.11714962206952007
Roscommon,2011,0.36551003965547185,-0.6835687158927659
Roscommon,2012,3.8457081860917275,-0.159162528986861
Roscommon,2013,2.690625046006501,-0.46087831990938777
Roscommon,2014,4.966833973041172,-0.3454045262978125
Roscommon,2015,3.116124537635228,-0.48415137039295164
Roscommon,2016,0.41385810068719636,-20.310904459619625
Roscommon,2017,247.15439172115882,-2372759.6780869877
Roscommon,2018,0.6607859290831911,-4.314357546933823
Roscommon,2019,0.6800567217497427,-0.3597856131714705
Roscommon,2020,4.56914426714294,-0.42456055624018907
Roscommon,2021,0.905104711069549,-8.087813790545406
Roscommon,2022,0.6916150799645787,-0.016257580914754932
Roscommon,2023,0.17218846978967878,-107.81375000304806
Sligo,2010,0.3140831379403343,-0.033685864511079355
Sligo,2011,0.386344965778836,-0.12674073472939762
Sligo,2012,0.3150865670317166,-2.362233015195203
Sligo,2013,2.6557612437698537,-84.33893940615165
Sligo,2014,1.4097406464587268,-0.18981762870428898
Sligo,2015,1.5577473746832622,-36.332169834202396
Sligo,2016,0.37373246080460965,-7.975952187338059
Sligo,2017,1.3820750724010429,-0.2125898113518916
Sligo,2018,0.302738739207281,-54.87102327044248
Sligo,2019,0.9238415762690566,-12.439389679704853
Sligo,2020,0.00021820634584746035,
Sligo,2021,1.2968139119018103,-0.4503433285474814
Sligo,2022,0.5072551338122004,-0.7544110639370898
Sligo,2023,0.9019625593541347,-0.1975392744638591
Tipperary,2010,431.5696433747297,-45907.71381987129
Tipperary,2011,0.679599728379509,
Tipperary,2012,21668.19791153809,-103762338.16662891
Tipperary,2013,950.8716190910418,-20476465.56287151
Tipperary,2014,1.4709213024221,-9652.819710882552
Tipperary,2015,0.6833955233338408,-0.24241126450838024
Tipperary,2016,0.7006263421992243,-5.435867170815033
Tipperary,2017,0.5518591381366402,-0.2697396769842708
Tipperary,2018,0.4953775385370015,-1.2515965003887648
Tipperary,2019,0.9557956753677848,-0.134280544468927
Tipperary,2020,0.5335296443750135,-0.12832181880288562
Tipperary,2021,3.593901362023908,0.0005439480993342238
Tipperary,2022,0.9178766679287627,-0.19730202639870442
Tipperary,2023,0.5087285178939748,-3.5438446352438486
Waterford,2010,0.5566146886207811,-2.525658207192721
Waterford,2011,2.130876897983381,-0.061666910004247955
Waterford,2012,0.6313641878901755,-0.041194755025543595
Waterford,2013,0.46550768697731215,-0.0795762886068121
Waterford,2014,3.762207851282286,-0.19045341551158068
Waterford,2015,0.37969414251105116,-200.26569032691768
Waterford,2016,1533.0395934840417,0.0527801006298525
Waterford,2017,4.865994635060868,-57.79068032255311
Waterford,2018,6.916714440619389,-0.5258083020501898
Waterford,2019,0.7476644316507209,-0.295401509826817
Waterford,2020,0.2859412536131053,
Waterford,2021,0.39612189035090495,-3.411418429622719
Waterford,2022,0.7425772420055644,-5.338601023924679
Waterford,2023,1.0013967629293712,-14.790355007589094
Westmeath,2010,0.4245260891250607,-44.23125055037648
Westmeath,2011,0.5402501178337556,-1.358314564352919
Westmeath,2012,0.42548678497036846,-0.6937806223045602
Westmeath,2013,2.095213644431769,-0.4946208874146478
Westmeath,2014,2.5486973758536693,0.09123589066519444
Westmeath,2015,1.0846337750614765,-0.9001183396625076
Westmeath,2016,1.8870814157294238,-0.11856312871664376
Westmeath,2017,69.89042471147916,-95168.52179777177
Westmeath,2018,1.3983367960136137,-0.5386656062882469
Westmeath,2019,1.3339625732098872,-1.1606304990600034
Westmeath,2020,1.7781188474259368,-0.09762291122342615
Westmeath,2021,0.26264591638326645,-0.01691470040372356
Westmeath,2022,1.9843625615871006,-0.44592481814925167
Westmeath,2023,12.315916620967924,-1899.4846380924996
Wexford,2010,0.40734570357035854,-4.500608096531995
Wexford,2011,0.49302599500368455,-4.990796847817439
Wexford,2012,309.9463416652557,0.03845219292583335
Wexford,2013,0.761374043928353,-3.5597279269998516
Wexford,2014,0.61491374724411,-2.7898944810578743
Wexford,2015,3.1490857595233104,
Wexford,2016,0.09113556872708557,-68.27089870288191
Wexford,2017,0.6033580371644564,-4.66111905142794
Wexford,2018,1.6577670840476597,-0.16617763953460885
Wexford,2019,1.2873033619733847,-0.2498404358462083
Wexford,2020,1.1405642365766089,-0.2943595390646414
Wexford,2021,0.7103332122317606,-1.3898508910476393
Wexford,2022,1.4523521449461774,-1.3460718878923044
Wexford,2023,0.12320036018849287,-154.65831624913628
Wicklow,2010,2865.0990534477264,-2708235412.6226974
Wicklow,2011,2232.183804122344,-1.1554967393988909
Wicklow,2012,1.6072387491027398,-0.047955639910832515
Wicklow,2013,1.4637179906121633,-1.042592677625001
Wicklow,2014,1.440184456564179,-0.24475440618473443
Wicklow,2015,0.34659427840934237,-1.5099400696541294
Wicklow,2016,0.2855042122628507,
Wicklow,2017,0.8479320603918914,-706.4666481659506
Wicklow,2018,0.8049776299343453,-7.993971146308958
Wicklow,2019,0.27234773257758677,-70.94800615303748
Wicklow,2020,13.582300399576809,0.1624020020578446
Wicklow,2021,0.5365333146080595,-6.869070154324848
Wicklow,2022,0.13578167128772742,-41.3548597852621
Wicklow,2023,0.8011021624317487,-4.28119620114621
